signal_position,entry_position,exit_position,signal_date,entry_date,exit_date,side,hold_bars
380218,380219,380243,2023-08-13 04:50:00,2023-08-13 04:55:00,2023-08-13 06:55:00,1,24
380301,380302,380326,2023-08-13 11:45:00,2023-08-13 11:50:00,2023-08-13 13:50:00,-1,24
380339,380340,380364,2023-08-13 14:55:00,2023-08-13 15:00:00,2023-08-13 17:00:00,-1,24
380397,380398,380422,2023-08-13 19:45:00,2023-08-13 19:50:00,2023-08-13 21:50:00,1,24
380431,380432,380456,2023-08-13 22:35:00,2023-08-13 22:40:00,2023-08-14 00:40:00,1,24
380457,380458,380482,2023-08-14 00:45:00,2023-08-14 00:50:00,2023-08-14 02:50:00,1,24
380497,380498,380522,2023-08-14 04:05:00,2023-08-14 04:10:00,2023-08-14 06:10:00,-1,24
380525,380526,380550,2023-08-14 06:25:00,2023-08-14 06:30:00,2023-08-14 08:30:00,1,24
380571,380572,380596,2023-08-14 10:15:00,2023-08-14 10:20:00,2023-08-14 12:20:00,-1,24
380596,380597,380621,2023-08-14 12:20:00,2023-08-14 12:25:00,2023-08-14 14:25:00,-1,24
380646,380647,380671,2023-08-14 16:30:00,2023-08-14 16:35:00,2023-08-14 18:35:00,-1,24
380683,380684,380708,2023-08-14 19:35:00,2023-08-14 19:40:00,2023-08-14 21:40:00,1,24
380712,380713,380737,2023-08-14 22:00:00,2023-08-14 22:05:00,2023-08-15 00:05:00,-1,24
380764,380765,380789,2023-08-15 02:20:00,2023-08-15 02:25:00,2023-08-15 04:25:00,1,24
380804,380805,380829,2023-08-15 05:40:00,2023-08-15 05:45:00,2023-08-15 07:45:00,-1,24
380839,380840,380864,2023-08-15 08:35:00,2023-08-15 08:40:00,2023-08-15 10:40:00,1,24
380884,380885,380909,2023-08-15 12:20:00,2023-08-15 12:25:00,2023-08-15 14:25:00,-1,24
380939,380940,380964,2023-08-15 16:55:00,2023-08-15 17:00:00,2023-08-15 19:00:00,-1,24
380973,380974,380998,2023-08-15 19:45:00,2023-08-15 19:50:00,2023-08-15 21:50:00,-1,24
381004,381005,381029,2023-08-15 22:20:00,2023-08-15 22:25:00,2023-08-16 00:25:00,1,24
381081,381082,381106,2023-08-16 04:45:00,2023-08-16 04:50:00,2023-08-16 06:50:00,1,24
381126,381127,381151,2023-08-16 08:30:00,2023-08-16 08:35:00,2023-08-16 10:35:00,1,24
381161,381162,381186,2023-08-16 11:25:00,2023-08-16 11:30:00,2023-08-16 13:30:00,-1,24
381185,381186,381210,2023-08-16 13:25:00,2023-08-16 13:30:00,2023-08-16 15:30:00,1,24
381232,381233,381257,2023-08-16 17:20:00,2023-08-16 17:25:00,2023-08-16 19:25:00,1,24
381260,381261,381285,2023-08-16 19:40:00,2023-08-16 19:45:00,2023-08-16 21:45:00,-1,24
381293,381294,381318,2023-08-16 22:25:00,2023-08-16 22:30:00,2023-08-17 00:30:00,-1,24
381317,381318,381342,2023-08-17 00:25:00,2023-08-17 00:30:00,2023-08-17 02:30:00,-1,24
381348,381349,381373,2023-08-17 03:00:00,2023-08-17 03:05:00,2023-08-17 05:05:00,1,24
381378,381379,381403,2023-08-17 05:30:00,2023-08-17 05:35:00,2023-08-17 07:35:00,-1,24
381403,381404,381428,2023-08-17 07:35:00,2023-08-17 07:40:00,2023-08-17 09:40:00,1,24
381441,381442,381466,2023-08-17 10:45:00,2023-08-17 10:50:00,2023-08-17 12:50:00,1,24
381472,381473,381497,2023-08-17 13:20:00,2023-08-17 13:25:00,2023-08-17 15:25:00,1,24
381519,381520,381544,2023-08-17 17:15:00,2023-08-17 17:20:00,2023-08-17 19:20:00,-1,24
381543,381544,381568,2023-08-17 19:15:00,2023-08-17 19:20:00,2023-08-17 21:20:00,1,24
381598,381599,381623,2023-08-17 23:50:00,2023-08-17 23:55:00,2023-08-18 01:55:00,-1,24
381623,381624,381648,2023-08-18 01:55:00,2023-08-18 02:00:00,2023-08-18 04:00:00,-1,24
381659,381660,381684,2023-08-18 04:55:00,2023-08-18 05:00:00,2023-08-18 07:00:00,-1,24
381683,381684,381708,2023-08-18 06:55:00,2023-08-18 07:00:00,2023-08-18 09:00:00,1,24
381713,381714,381738,2023-08-18 09:25:00,2023-08-18 09:30:00,2023-08-18 11:30:00,-1,24
381739,381740,381764,2023-08-18 11:35:00,2023-08-18 11:40:00,2023-08-18 13:40:00,1,24
381777,381778,381802,2023-08-18 14:45:00,2023-08-18 14:50:00,2023-08-18 16:50:00,1,24
381844,381845,381869,2023-08-18 20:20:00,2023-08-18 20:25:00,2023-08-18 22:25:00,1,24
381876,381877,381901,2023-08-18 23:00:00,2023-08-18 23:05:00,2023-08-19 01:05:00,-1,24
381904,381905,381929,2023-08-19 01:20:00,2023-08-19 01:25:00,2023-08-19 03:25:00,-1,24
381934,381935,381959,2023-08-19 03:50:00,2023-08-19 03:55:00,2023-08-19 05:55:00,1,24
381958,381959,381983,2023-08-19 05:50:00,2023-08-19 05:55:00,2023-08-19 07:55:00,1,24
381983,381984,382008,2023-08-19 07:55:00,2023-08-19 08:00:00,2023-08-19 10:00:00,-1,24
382013,382014,382038,2023-08-19 10:25:00,2023-08-19 10:30:00,2023-08-19 12:30:00,-1,24
382039,382040,382064,2023-08-19 12:35:00,2023-08-19 12:40:00,2023-08-19 14:40:00,1,24
382068,382069,382093,2023-08-19 15:00:00,2023-08-19 15:05:00,2023-08-19 17:05:00,-1,24
382094,382095,382119,2023-08-19 17:10:00,2023-08-19 17:15:00,2023-08-19 19:15:00,-1,24
382120,382121,382145,2023-08-19 19:20:00,2023-08-19 19:25:00,2023-08-19 21:25:00,-1,24
382152,382153,382177,2023-08-19 22:00:00,2023-08-19 22:05:00,2023-08-20 00:05:00,-1,24
382178,382179,382203,2023-08-20 00:10:00,2023-08-20 00:15:00,2023-08-20 02:15:00,1,24
382210,382211,382235,2023-08-20 02:50:00,2023-08-20 02:55:00,2023-08-20 04:55:00,1,24
382238,382239,382263,2023-08-20 05:10:00,2023-08-20 05:15:00,2023-08-20 07:15:00,1,24
382267,382268,382292,2023-08-20 07:35:00,2023-08-20 07:40:00,2023-08-20 09:40:00,-1,24
382292,382293,382317,2023-08-20 09:40:00,2023-08-20 09:45:00,2023-08-20 11:45:00,1,24
382317,382318,382342,2023-08-20 11:45:00,2023-08-20 11:50:00,2023-08-20 13:50:00,1,24
382346,382347,382371,2023-08-20 14:10:00,2023-08-20 14:15:00,2023-08-20 16:15:00,-1,24
382375,382376,382400,2023-08-20 16:35:00,2023-08-20 16:40:00,2023-08-20 18:40:00,-1,24
382422,382423,382447,2023-08-20 20:30:00,2023-08-20 20:35:00,2023-08-20 22:35:00,-1,24
382449,382450,382474,2023-08-20 22:45:00,2023-08-20 22:50:00,2023-08-21 00:50:00,1,24
382474,382475,382499,2023-08-21 00:50:00,2023-08-21 00:55:00,2023-08-21 02:55:00,1,24
382499,382500,382524,2023-08-21 02:55:00,2023-08-21 03:00:00,2023-08-21 05:00:00,1,24
382526,382527,382551,2023-08-21 05:10:00,2023-08-21 05:15:00,2023-08-21 07:15:00,-1,24
382553,382554,382578,2023-08-21 07:25:00,2023-08-21 07:30:00,2023-08-21 09:30:00,1,24
382577,382578,382602,2023-08-21 09:25:00,2023-08-21 09:30:00,2023-08-21 11:30:00,-1,24
382601,382602,382626,2023-08-21 11:25:00,2023-08-21 11:30:00,2023-08-21 13:30:00,1,24
382628,382629,382653,2023-08-21 13:40:00,2023-08-21 13:45:00,2023-08-21 15:45:00,-1,24
382653,382654,382678,2023-08-21 15:45:00,2023-08-21 15:50:00,2023-08-21 17:50:00,1,24
382679,382680,382704,2023-08-21 17:55:00,2023-08-21 18:00:00,2023-08-21 20:00:00,1,24
382704,382705,382729,2023-08-21 20:00:00,2023-08-21 20:05:00,2023-08-21 22:05:00,-1,24
382729,382730,382754,2023-08-21 22:05:00,2023-08-21 22:10:00,2023-08-22 00:10:00,-1,24
382762,382763,382787,2023-08-22 00:50:00,2023-08-22 00:55:00,2023-08-22 02:55:00,1,24
382788,382789,382813,2023-08-22 03:00:00,2023-08-22 03:05:00,2023-08-22 05:05:00,-1,24
382829,382830,382854,2023-08-22 06:25:00,2023-08-22 06:30:00,2023-08-22 08:30:00,-1,24
382855,382856,382880,2023-08-22 08:35:00,2023-08-22 08:40:00,2023-08-22 10:40:00,1,24
382896,382897,382921,2023-08-22 12:00:00,2023-08-22 12:05:00,2023-08-22 14:05:00,1,24
382925,382926,382950,2023-08-22 14:25:00,2023-08-22 14:30:00,2023-08-22 16:30:00,1,24
382962,382963,382987,2023-08-22 17:30:00,2023-08-22 17:35:00,2023-08-22 19:35:00,1,24
382986,382987,383011,2023-08-22 19:30:00,2023-08-22 19:35:00,2023-08-22 21:35:00,-1,24
383017,383018,383042,2023-08-22 22:05:00,2023-08-22 22:10:00,2023-08-23 00:10:00,-1,24
383067,383068,383092,2023-08-23 02:15:00,2023-08-23 02:20:00,2023-08-23 04:20:00,-1,24
383092,383093,383117,2023-08-23 04:20:00,2023-08-23 04:25:00,2023-08-23 06:25:00,1,24
383118,383119,383143,2023-08-23 06:30:00,2023-08-23 06:35:00,2023-08-23 08:35:00,-1,24
383143,383144,383168,2023-08-23 08:35:00,2023-08-23 08:40:00,2023-08-23 10:40:00,1,24
383175,383176,383200,2023-08-23 11:15:00,2023-08-23 11:20:00,2023-08-23 13:20:00,-1,24
383199,383200,383224,2023-08-23 13:15:00,2023-08-23 13:20:00,2023-08-23 15:20:00,-1,24
383265,383266,383290,2023-08-23 18:45:00,2023-08-23 18:50:00,2023-08-23 20:50:00,1,24
383289,383290,383314,2023-08-23 20:45:00,2023-08-23 20:50:00,2023-08-23 22:50:00,1,24
383317,383318,383342,2023-08-23 23:05:00,2023-08-23 23:10:00,2023-08-24 01:10:00,-1,24
383350,383351,383375,2023-08-24 01:50:00,2023-08-24 01:55:00,2023-08-24 03:55:00,-1,24
383380,383381,383405,2023-08-24 04:20:00,2023-08-24 04:25:00,2023-08-24 06:25:00,1,24
383413,383414,383438,2023-08-24 07:05:00,2023-08-24 07:10:00,2023-08-24 09:10:00,-1,24
383441,383442,383466,2023-08-24 09:25:00,2023-08-24 09:30:00,2023-08-24 11:30:00,1,24
383474,383475,383499,2023-08-24 12:10:00,2023-08-24 12:15:00,2023-08-24 14:15:00,-1,24
383516,383517,383541,2023-08-24 15:40:00,2023-08-24 15:45:00,2023-08-24 17:45:00,-1,24
383551,383552,383576,2023-08-24 18:35:00,2023-08-24 18:40:00,2023-08-24 20:40:00,-1,24
383577,383578,383602,2023-08-24 20:45:00,2023-08-24 20:50:00,2023-08-24 22:50:00,1,24
383602,383603,383627,2023-08-24 22:50:00,2023-08-24 22:55:00,2023-08-25 00:55:00,1,24
383631,383632,383656,2023-08-25 01:15:00,2023-08-25 01:20:00,2023-08-25 03:20:00,1,24
383655,383656,383680,2023-08-25 03:15:00,2023-08-25 03:20:00,2023-08-25 05:20:00,1,24
383684,383685,383709,2023-08-25 05:40:00,2023-08-25 05:45:00,2023-08-25 07:45:00,1,24
383710,383711,383735,2023-08-25 07:50:00,2023-08-25 07:55:00,2023-08-25 09:55:00,-1,24
383734,383735,383759,2023-08-25 09:50:00,2023-08-25 09:55:00,2023-08-25 11:55:00,-1,24
383769,383770,383794,2023-08-25 12:45:00,2023-08-25 12:50:00,2023-08-25 14:50:00,-1,24
383800,383801,383825,2023-08-25 15:20:00,2023-08-25 15:25:00,2023-08-25 17:25:00,1,24
383834,383835,383859,2023-08-25 18:10:00,2023-08-25 18:15:00,2023-08-25 20:15:00,-1,24
383862,383863,383887,2023-08-25 20:30:00,2023-08-25 20:35:00,2023-08-25 22:35:00,-1,24
383887,383888,383912,2023-08-25 22:35:00,2023-08-25 22:40:00,2023-08-26 00:40:00,-1,24
383913,383914,383938,2023-08-26 00:45:00,2023-08-26 00:50:00,2023-08-26 02:50:00,-1,24
383937,383938,383962,2023-08-26 02:45:00,2023-08-26 02:50:00,2023-08-26 04:50:00,-1,24
383979,383980,384004,2023-08-26 06:15:00,2023-08-26 06:20:00,2023-08-26 08:20:00,1,24
384007,384008,384032,2023-08-26 08:35:00,2023-08-26 08:40:00,2023-08-26 10:40:00,1,24
384042,384043,384067,2023-08-26 11:30:00,2023-08-26 11:35:00,2023-08-26 13:35:00,-1,24
384067,384068,384092,2023-08-26 13:35:00,2023-08-26 13:40:00,2023-08-26 15:40:00,1,24
384091,384092,384116,2023-08-26 15:35:00,2023-08-26 15:40:00,2023-08-26 17:40:00,-1,24
384125,384126,384150,2023-08-26 18:25:00,2023-08-26 18:30:00,2023-08-26 20:30:00,-1,24
384152,384153,384177,2023-08-26 20:40:00,2023-08-26 20:45:00,2023-08-26 22:45:00,-1,24
384177,384178,384202,2023-08-26 22:45:00,2023-08-26 22:50:00,2023-08-27 00:50:00,-1,24
384203,384204,384228,2023-08-27 00:55:00,2023-08-27 01:00:00,2023-08-27 03:00:00,-1,24
384227,384228,384252,2023-08-27 02:55:00,2023-08-27 03:00:00,2023-08-27 05:00:00,-1,24
384303,384304,384328,2023-08-27 09:15:00,2023-08-27 09:20:00,2023-08-27 11:20:00,-1,24
384333,384334,384358,2023-08-27 11:45:00,2023-08-27 11:50:00,2023-08-27 13:50:00,1,24
384372,384373,384397,2023-08-27 15:00:00,2023-08-27 15:05:00,2023-08-27 17:05:00,-1,24
384401,384402,384426,2023-08-27 17:25:00,2023-08-27 17:30:00,2023-08-27 19:30:00,-1,24
384439,384440,384464,2023-08-27 20:35:00,2023-08-27 20:40:00,2023-08-27 22:40:00,1,24
384472,384473,384497,2023-08-27 23:20:00,2023-08-27 23:25:00,2023-08-28 01:25:00,1,24
384498,384499,384523,2023-08-28 01:30:00,2023-08-28 01:35:00,2023-08-28 03:35:00,-1,24
384535,384536,384560,2023-08-28 04:35:00,2023-08-28 04:40:00,2023-08-28 06:40:00,-1,24
384560,384561,384585,2023-08-28 06:40:00,2023-08-28 06:45:00,2023-08-28 08:45:00,-1,24
384586,384587,384611,2023-08-28 08:50:00,2023-08-28 08:55:00,2023-08-28 10:55:00,1,24
384622,384623,384647,2023-08-28 11:50:00,2023-08-28 11:55:00,2023-08-28 13:55:00,1,24
384648,384649,384673,2023-08-28 14:00:00,2023-08-28 14:05:00,2023-08-28 16:05:00,-1,24
384677,384678,384702,2023-08-28 16:25:00,2023-08-28 16:30:00,2023-08-28 18:30:00,-1,24
384702,384703,384727,2023-08-28 18:30:00,2023-08-28 18:35:00,2023-08-28 20:35:00,-1,24
384730,384731,384755,2023-08-28 20:50:00,2023-08-28 20:55:00,2023-08-28 22:55:00,-1,24
384756,384757,384781,2023-08-28 23:00:00,2023-08-28 23:05:00,2023-08-29 01:05:00,-1,24
384785,384786,384810,2023-08-29 01:25:00,2023-08-29 01:30:00,2023-08-29 03:30:00,-1,24
384813,384814,384838,2023-08-29 03:45:00,2023-08-29 03:50:00,2023-08-29 05:50:00,1,24
384843,384844,384868,2023-08-29 06:15:00,2023-08-29 06:20:00,2023-08-29 08:20:00,1,24
384885,384886,384910,2023-08-29 09:45:00,2023-08-29 09:50:00,2023-08-29 11:50:00,-1,24
384910,384911,384935,2023-08-29 11:50:00,2023-08-29 11:55:00,2023-08-29 13:55:00,1,24
384934,384935,384959,2023-08-29 13:50:00,2023-08-29 13:55:00,2023-08-29 15:55:00,1,24
384987,384988,385012,2023-08-29 18:15:00,2023-08-29 18:20:00,2023-08-29 20:20:00,1,24
385019,385020,385044,2023-08-29 20:55:00,2023-08-29 21:00:00,2023-08-29 23:00:00,-1,24
385047,385048,385072,2023-08-29 23:15:00,2023-08-29 23:20:00,2023-08-30 01:20:00,1,24
385075,385076,385100,2023-08-30 01:35:00,2023-08-30 01:40:00,2023-08-30 03:40:00,-1,24
385103,385104,385128,2023-08-30 03:55:00,2023-08-30 04:00:00,2023-08-30 06:00:00,-1,24
385132,385133,385157,2023-08-30 06:20:00,2023-08-30 06:25:00,2023-08-30 08:25:00,1,24
385164,385165,385189,2023-08-30 09:00:00,2023-08-30 09:05:00,2023-08-30 11:05:00,1,24
385197,385198,385222,2023-08-30 11:45:00,2023-08-30 11:50:00,2023-08-30 13:50:00,-1,24
385237,385238,385262,2023-08-30 15:05:00,2023-08-30 15:10:00,2023-08-30 17:10:00,-1,24
385268,385269,385293,2023-08-30 17:40:00,2023-08-30 17:45:00,2023-08-30 19:45:00,-1,24
385292,385293,385317,2023-08-30 19:40:00,2023-08-30 19:45:00,2023-08-30 21:45:00,1,24
385331,385332,385356,2023-08-30 22:55:00,2023-08-30 23:00:00,2023-08-31 01:00:00,1,24
385361,385362,385386,2023-08-31 01:25:00,2023-08-31 01:30:00,2023-08-31 03:30:00,-1,24
385386,385387,385411,2023-08-31 03:30:00,2023-08-31 03:35:00,2023-08-31 05:35:00,1,24
385416,385417,385441,2023-08-31 06:00:00,2023-08-31 06:05:00,2023-08-31 08:05:00,1,24
385440,385441,385465,2023-08-31 08:00:00,2023-08-31 08:05:00,2023-08-31 10:05:00,-1,24
385478,385479,385503,2023-08-31 11:10:00,2023-08-31 11:15:00,2023-08-31 13:15:00,-1,24
385502,385503,385527,2023-08-31 13:10:00,2023-08-31 13:15:00,2023-08-31 15:15:00,-1,24
385531,385532,385556,2023-08-31 15:35:00,2023-08-31 15:40:00,2023-08-31 17:40:00,1,24
385580,385581,385605,2023-08-31 19:40:00,2023-08-31 19:45:00,2023-08-31 21:45:00,1,24
385612,385613,385637,2023-08-31 22:20:00,2023-08-31 22:25:00,2023-09-01 00:25:00,1,24
385636,385637,385661,2023-09-01 00:20:00,2023-09-01 00:25:00,2023-09-01 02:25:00,1,24
385660,385661,385685,2023-09-01 02:20:00,2023-09-01 02:25:00,2023-09-01 04:25:00,-1,24
385684,385685,385709,2023-09-01 04:20:00,2023-09-01 04:25:00,2023-09-01 06:25:00,1,24
385711,385712,385736,2023-09-01 06:35:00,2023-09-01 06:40:00,2023-09-01 08:40:00,1,24
385737,385738,385762,2023-09-01 08:45:00,2023-09-01 08:50:00,2023-09-01 10:50:00,1,24
385766,385767,385791,2023-09-01 11:10:00,2023-09-01 11:15:00,2023-09-01 13:15:00,1,24
385801,385802,385826,2023-09-01 14:05:00,2023-09-01 14:10:00,2023-09-01 16:10:00,1,24
385825,385826,385850,2023-09-01 16:05:00,2023-09-01 16:10:00,2023-09-01 18:10:00,-1,24
385868,385869,385893,2023-09-01 19:40:00,2023-09-01 19:45:00,2023-09-01 21:45:00,-1,24
385894,385895,385919,2023-09-01 21:50:00,2023-09-01 21:55:00,2023-09-01 23:55:00,-1,24
385920,385921,385945,2023-09-02 00:00:00,2023-09-02 00:05:00,2023-09-02 02:05:00,-1,24
385957,385958,385982,2023-09-02 03:05:00,2023-09-02 03:10:00,2023-09-02 05:10:00,1,24
385981,385982,386006,2023-09-02 05:05:00,2023-09-02 05:10:00,2023-09-02 07:10:00,-1,24
386028,386029,386053,2023-09-02 09:00:00,2023-09-02 09:05:00,2023-09-02 11:05:00,-1,24
386053,386054,386078,2023-09-02 11:05:00,2023-09-02 11:10:00,2023-09-02 13:10:00,-1,24
386084,386085,386109,2023-09-02 13:40:00,2023-09-02 13:45:00,2023-09-02 15:45:00,-1,24
386112,386113,386137,2023-09-02 16:00:00,2023-09-02 16:05:00,2023-09-02 18:05:00,1,24
386142,386143,386167,2023-09-02 18:30:00,2023-09-02 18:35:00,2023-09-02 20:35:00,1,24
386183,386184,386208,2023-09-02 21:55:00,2023-09-02 22:00:00,2023-09-03 00:00:00,1,24
386215,386216,386240,2023-09-03 00:35:00,2023-09-03 00:40:00,2023-09-03 02:40:00,-1,24
386241,386242,386266,2023-09-03 02:45:00,2023-09-03 02:50:00,2023-09-03 04:50:00,1,24
386267,386268,386292,2023-09-03 04:55:00,2023-09-03 05:00:00,2023-09-03 07:00:00,1,24
386293,386294,386318,2023-09-03 07:05:00,2023-09-03 07:10:00,2023-09-03 09:10:00,1,24
386321,386322,386346,2023-09-03 09:25:00,2023-09-03 09:30:00,2023-09-03 11:30:00,1,24
386345,386346,386370,2023-09-03 11:25:00,2023-09-03 11:30:00,2023-09-03 13:30:00,-1,24
386369,386370,386394,2023-09-03 13:25:00,2023-09-03 13:30:00,2023-09-03 15:30:00,1,24
386396,386397,386421,2023-09-03 15:40:00,2023-09-03 15:45:00,2023-09-03 17:45:00,1,24
386424,386425,386449,2023-09-03 18:00:00,2023-09-03 18:05:00,2023-09-03 20:05:00,-1,24
386448,386449,386473,2023-09-03 20:00:00,2023-09-03 20:05:00,2023-09-03 22:05:00,-1,24
386472,386473,386497,2023-09-03 22:00:00,2023-09-03 22:05:00,2023-09-04 00:05:00,-1,24
386496,386497,386521,2023-09-04 00:00:00,2023-09-04 00:05:00,2023-09-04 02:05:00,1,24
386521,386522,386546,2023-09-04 02:05:00,2023-09-04 02:10:00,2023-09-04 04:10:00,-1,24
386549,386550,386574,2023-09-04 04:25:00,2023-09-04 04:30:00,2023-09-04 06:30:00,1,24
386573,386574,386598,2023-09-04 06:25:00,2023-09-04 06:30:00,2023-09-04 08:30:00,-1,24
386607,386608,386632,2023-09-04 09:15:00,2023-09-04 09:20:00,2023-09-04 11:20:00,1,24
386636,386637,386661,2023-09-04 11:40:00,2023-09-04 11:45:00,2023-09-04 13:45:00,-1,24
386663,386664,386688,2023-09-04 13:55:00,2023-09-04 14:00:00,2023-09-04 16:00:00,1,24
386694,386695,386719,2023-09-04 16:30:00,2023-09-04 16:35:00,2023-09-04 18:35:00,-1,24
386718,386719,386743,2023-09-04 18:30:00,2023-09-04 18:35:00,2023-09-04 20:35:00,1,24
386744,386745,386769,2023-09-04 20:40:00,2023-09-04 20:45:00,2023-09-04 22:45:00,1,24
386768,386769,386793,2023-09-04 22:40:00,2023-09-04 22:45:00,2023-09-05 00:45:00,-1,24
386801,386802,386826,2023-09-05 01:25:00,2023-09-05 01:30:00,2023-09-05 03:30:00,1,24
386830,386831,386855,2023-09-05 03:50:00,2023-09-05 03:55:00,2023-09-05 05:55:00,-1,24
386855,386856,386880,2023-09-05 05:55:00,2023-09-05 06:00:00,2023-09-05 08:00:00,-1,24
386880,386881,386905,2023-09-05 08:00:00,2023-09-05 08:05:00,2023-09-05 10:05:00,-1,24
386904,386905,386929,2023-09-05 10:00:00,2023-09-05 10:05:00,2023-09-05 12:05:00,-1,24
386946,386947,386971,2023-09-05 13:30:00,2023-09-05 13:35:00,2023-09-05 15:35:00,1,24
386975,386976,387000,2023-09-05 15:55:00,2023-09-05 16:00:00,2023-09-05 18:00:00,1,24
386999,387000,387024,2023-09-05 17:55:00,2023-09-05 18:00:00,2023-09-05 20:00:00,1,24
387023,387024,387048,2023-09-05 19:55:00,2023-09-05 20:00:00,2023-09-05 22:00:00,1,24
387049,387050,387074,2023-09-05 22:05:00,2023-09-05 22:10:00,2023-09-06 00:10:00,1,24
387074,387075,387099,2023-09-06 00:10:00,2023-09-06 00:15:00,2023-09-06 02:15:00,-1,24
387108,387109,387133,2023-09-06 03:00:00,2023-09-06 03:05:00,2023-09-06 05:05:00,-1,24
387133,387134,387158,2023-09-06 05:05:00,2023-09-06 05:10:00,2023-09-06 07:10:00,1,24
387162,387163,387187,2023-09-06 07:30:00,2023-09-06 07:35:00,2023-09-06 09:35:00,-1,24
387188,387189,387213,2023-09-06 09:40:00,2023-09-06 09:45:00,2023-09-06 11:45:00,1,24
387212,387213,387237,2023-09-06 11:40:00,2023-09-06 11:45:00,2023-09-06 13:45:00,1,24
387251,387252,387276,2023-09-06 14:55:00,2023-09-06 15:00:00,2023-09-06 17:00:00,-1,24
387275,387276,387300,2023-09-06 16:55:00,2023-09-06 17:00:00,2023-09-06 19:00:00,1,24
387299,387300,387324,2023-09-06 18:55:00,2023-09-06 19:00:00,2023-09-06 21:00:00,1,24
387327,387328,387352,2023-09-06 21:15:00,2023-09-06 21:20:00,2023-09-06 23:20:00,-1,24
387357,387358,387382,2023-09-06 23:45:00,2023-09-06 23:50:00,2023-09-07 01:50:00,1,24
387382,387383,387407,2023-09-07 01:50:00,2023-09-07 01:55:00,2023-09-07 03:55:00,-1,24
387412,387413,387437,2023-09-07 04:20:00,2023-09-07 04:25:00,2023-09-07 06:25:00,1,24
387436,387437,387461,2023-09-07 06:20:00,2023-09-07 06:25:00,2023-09-07 08:25:00,1,24
387460,387461,387485,2023-09-07 08:20:00,2023-09-07 08:25:00,2023-09-07 10:25:00,-1,24
387498,387499,387523,2023-09-07 11:30:00,2023-09-07 11:35:00,2023-09-07 13:35:00,1,24
387543,387544,387568,2023-09-07 15:15:00,2023-09-07 15:20:00,2023-09-07 17:20:00,1,24
387580,387581,387605,2023-09-07 18:20:00,2023-09-07 18:25:00,2023-09-07 20:25:00,-1,24
387620,387621,387645,2023-09-07 21:40:00,2023-09-07 21:45:00,2023-09-07 23:45:00,1,24
387654,387655,387679,2023-09-08 00:30:00,2023-09-08 00:35:00,2023-09-08 02:35:00,1,24
387686,387687,387711,2023-09-08 03:10:00,2023-09-08 03:15:00,2023-09-08 05:15:00,-1,24
387712,387713,387737,2023-09-08 05:20:00,2023-09-08 05:25:00,2023-09-08 07:25:00,1,24
387736,387737,387761,2023-09-08 07:20:00,2023-09-08 07:25:00,2023-09-08 09:25:00,1,24
387800,387801,387825,2023-09-08 12:40:00,2023-09-08 12:45:00,2023-09-08 14:45:00,1,24
387832,387833,387857,2023-09-08 15:20:00,2023-09-08 15:25:00,2023-09-08 17:25:00,-1,24
387860,387861,387885,2023-09-08 17:40:00,2023-09-08 17:45:00,2023-09-08 19:45:00,-1,24
387885,387886,387910,2023-09-08 19:45:00,2023-09-08 19:50:00,2023-09-08 21:50:00,-1,24
387917,387918,387942,2023-09-08 22:25:00,2023-09-08 22:30:00,2023-09-09 00:30:00,-1,24
387943,387944,387968,2023-09-09 00:35:00,2023-09-09 00:40:00,2023-09-09 02:40:00,-1,24
388050,388051,388075,2023-09-09 09:30:00,2023-09-09 09:35:00,2023-09-09 11:35:00,1,24
388099,388100,388124,2023-09-09 13:35:00,2023-09-09 13:40:00,2023-09-09 15:40:00,-1,24
388126,388127,388151,2023-09-09 15:50:00,2023-09-09 15:55:00,2023-09-09 17:55:00,-1,24
388150,388151,388175,2023-09-09 17:50:00,2023-09-09 17:55:00,2023-09-09 19:55:00,1,24
388177,388178,388202,2023-09-09 20:05:00,2023-09-09 20:10:00,2023-09-09 22:10:00,1,24
388206,388207,388231,2023-09-09 22:30:00,2023-09-09 22:35:00,2023-09-10 00:35:00,-1,24
388230,388231,388255,2023-09-10 00:30:00,2023-09-10 00:35:00,2023-09-10 02:35:00,1,24
388262,388263,388287,2023-09-10 03:10:00,2023-09-10 03:15:00,2023-09-10 05:15:00,-1,24
388289,388290,388314,2023-09-10 05:25:00,2023-09-10 05:30:00,2023-09-10 07:30:00,1,24
388319,388320,388344,2023-09-10 07:55:00,2023-09-10 08:00:00,2023-09-10 10:00:00,-1,24
388344,388345,388369,2023-09-10 10:00:00,2023-09-10 10:05:00,2023-09-10 12:05:00,1,24
388374,388375,388399,2023-09-10 12:30:00,2023-09-10 12:35:00,2023-09-10 14:35:00,-1,24
388403,388404,388428,2023-09-10 14:55:00,2023-09-10 15:00:00,2023-09-10 17:00:00,1,24
388429,388430,388454,2023-09-10 17:05:00,2023-09-10 17:10:00,2023-09-10 19:10:00,1,24
388453,388454,388478,2023-09-10 19:05:00,2023-09-10 19:10:00,2023-09-10 21:10:00,1,24
388483,388484,388508,2023-09-10 21:35:00,2023-09-10 21:40:00,2023-09-10 23:40:00,1,24
388511,388512,388536,2023-09-10 23:55:00,2023-09-11 00:00:00,2023-09-11 02:00:00,-1,24
388543,388544,388568,2023-09-11 02:35:00,2023-09-11 02:40:00,2023-09-11 04:40:00,1,24
