setup_position,signal_position,entry_position,exit_position,setup_date,signal_date,entry_date,exit_date,side,branch,hold_bars
366607,366608,366609,366621,2023-06-26 22:35:00,2023-06-26 22:40:00,2023-06-26 22:45:00,2023-06-26 23:45:00,-1,lvrt_r0,12
366940,366941,366942,366954,2023-06-28 02:20:00,2023-06-28 02:25:00,2023-06-28 02:30:00,2023-06-28 03:30:00,1,lvrt_r0,12
367207,367208,367209,367221,2023-06-29 00:35:00,2023-06-29 00:40:00,2023-06-29 00:45:00,2023-06-29 01:45:00,1,lvrt_r0,12
367715,367716,367717,367729,2023-06-30 18:55:00,2023-06-30 19:00:00,2023-06-30 19:05:00,2023-06-30 20:05:00,-1,lvrt_r0,12
367738,367739,367740,367752,2023-06-30 20:50:00,2023-06-30 20:55:00,2023-06-30 21:00:00,2023-06-30 22:00:00,1,lvrt_r0,12
368272,368273,368274,368286,2023-07-02 17:20:00,2023-07-02 17:25:00,2023-07-02 17:30:00,2023-07-02 18:30:00,1,lvrt_r0,12
368426,368427,368428,368440,2023-07-03 06:10:00,2023-07-03 06:15:00,2023-07-03 06:20:00,2023-07-03 07:20:00,1,lvrt_r0,12
369195,369196,369197,369209,2023-07-05 22:15:00,2023-07-05 22:20:00,2023-07-05 22:25:00,2023-07-05 23:25:00,-1,lvrt_r0,12
369449,369450,369451,369463,2023-07-06 19:25:00,2023-07-06 19:30:00,2023-07-06 19:35:00,2023-07-06 20:35:00,-1,lvrt_r0,12
369493,369494,369495,369507,2023-07-06 23:05:00,2023-07-06 23:10:00,2023-07-06 23:15:00,2023-07-07 00:15:00,1,lvrt_r0,12
370977,370978,370979,370991,2023-07-12 02:45:00,2023-07-12 02:50:00,2023-07-12 02:55:00,2023-07-12 03:55:00,-1,lvrt_r0,12
372911,372912,372913,372925,2023-07-18 19:55:00,2023-07-18 20:00:00,2023-07-18 20:05:00,2023-07-18 21:05:00,1,lvrt_r0,12
372960,372961,372962,372974,2023-07-19 00:00:00,2023-07-19 00:05:00,2023-07-19 00:10:00,2023-07-19 01:10:00,-1,lvrt_r0,12
375013,375014,375015,375027,2023-07-26 03:05:00,2023-07-26 03:10:00,2023-07-26 03:15:00,2023-07-26 04:15:00,-1,lvrt_r0,12
381848,381849,381850,381862,2023-08-18 20:40:00,2023-08-18 20:45:00,2023-08-18 20:50:00,2023-08-18 21:50:00,-1,lvrt_r0,12
382166,382167,382168,382180,2023-08-19 23:10:00,2023-08-19 23:15:00,2023-08-19 23:20:00,2023-08-20 00:20:00,1,lvrt_r0,12
382533,382534,382535,382547,2023-08-21 05:45:00,2023-08-21 05:50:00,2023-08-21 05:55:00,2023-08-21 06:55:00,1,lvrt_r0,12
383222,383223,383224,383236,2023-08-23 15:10:00,2023-08-23 15:15:00,2023-08-23 15:20:00,2023-08-23 16:20:00,-1,lvrt_r0,12
383337,383338,383339,383351,2023-08-24 00:45:00,2023-08-24 00:50:00,2023-08-24 00:55:00,2023-08-24 01:55:00,-1,lvrt_r0,12
383392,383393,383394,383406,2023-08-24 05:20:00,2023-08-24 05:25:00,2023-08-24 05:30:00,2023-08-24 06:30:00,1,lvrt_r0,12
384256,384257,384258,384270,2023-08-27 05:20:00,2023-08-27 05:25:00,2023-08-27 05:30:00,2023-08-27 06:30:00,-1,lvrt_r0,12
384750,384751,384752,384764,2023-08-28 22:30:00,2023-08-28 22:35:00,2023-08-28 22:40:00,2023-08-28 23:40:00,1,lvrt_r0,12
385221,385222,385223,385235,2023-08-30 13:45:00,2023-08-30 13:50:00,2023-08-30 13:55:00,2023-08-30 14:55:00,1,lvrt_r0,12
385587,385588,385589,385601,2023-08-31 20:15:00,2023-08-31 20:20:00,2023-08-31 20:25:00,2023-08-31 21:25:00,1,lvrt_r0,12
386214,386215,386216,386228,2023-09-03 00:30:00,2023-09-03 00:35:00,2023-09-03 00:40:00,2023-09-03 01:40:00,1,lvrt_r0,12
387048,387049,387050,387062,2023-09-05 22:00:00,2023-09-05 22:05:00,2023-09-05 22:10:00,2023-09-05 23:10:00,1,lvrt_r0,12
387340,387341,387342,387354,2023-09-06 22:20:00,2023-09-06 22:25:00,2023-09-06 22:30:00,2023-09-06 23:30:00,-1,lvrt_r0,12
387391,387392,387393,387405,2023-09-07 02:35:00,2023-09-07 02:40:00,2023-09-07 02:45:00,2023-09-07 03:45:00,1,lvrt_r0,12
388880,388881,388882,388894,2023-09-12 06:40:00,2023-09-12 06:45:00,2023-09-12 06:50:00,2023-09-12 07:50:00,-1,lvrt_r0,12
389404,389405,389406,389418,2023-09-14 02:20:00,2023-09-14 02:25:00,2023-09-14 02:30:00,2023-09-14 03:30:00,1,lvrt_r0,12
389587,389588,389589,389601,2023-09-14 17:35:00,2023-09-14 17:40:00,2023-09-14 17:45:00,2023-09-14 18:45:00,-1,lvrt_r0,12
390024,390025,390026,390038,2023-09-16 06:00:00,2023-09-16 06:05:00,2023-09-16 06:10:00,2023-09-16 07:10:00,1,lvrt_r0,12
390526,390527,390528,390540,2023-09-17 23:50:00,2023-09-17 23:55:00,2023-09-18 00:00:00,2023-09-18 01:00:00,-1,lvrt_r0,12
390611,390612,390613,390625,2023-09-18 06:55:00,2023-09-18 07:00:00,2023-09-18 07:05:00,2023-09-18 08:05:00,1,lvrt_r0,12
391697,391698,391699,391711,2023-09-22 01:25:00,2023-09-22 01:30:00,2023-09-22 01:35:00,2023-09-22 02:35:00,-1,lvrt_r0,12
391846,391847,391848,391860,2023-09-22 13:50:00,2023-09-22 13:55:00,2023-09-22 14:00:00,2023-09-22 15:00:00,1,lvrt_r0,12
391959,391960,391961,391973,2023-09-22 23:15:00,2023-09-22 23:20:00,2023-09-22 23:25:00,2023-09-23 00:25:00,1,lvrt_r0,12
395600,395601,395602,395614,2023-10-05 14:40:00,2023-10-05 14:45:00,2023-10-05 14:50:00,2023-10-05 15:50:00,-1,lvrt_r0,12
396857,396858,396859,396871,2023-10-09 23:25:00,2023-10-09 23:30:00,2023-10-09 23:35:00,2023-10-10 00:35:00,1,lvrt_r0,12
397957,397958,397959,397971,2023-10-13 19:05:00,2023-10-13 19:10:00,2023-10-13 19:15:00,2023-10-13 20:15:00,1,lvrt_r0,12
398460,398461,398462,398474,2023-10-15 13:00:00,2023-10-15 13:05:00,2023-10-15 13:10:00,2023-10-15 14:10:00,1,lvrt_r0,12
399150,399151,399152,399164,2023-10-17 22:30:00,2023-10-17 22:35:00,2023-10-17 22:40:00,2023-10-17 23:40:00,-1,lvrt_r0,12
399391,399392,399393,399405,2023-10-18 18:35:00,2023-10-18 18:40:00,2023-10-18 18:45:00,2023-10-18 19:45:00,1,lvrt_r0,12
399603,399604,399605,399617,2023-10-19 12:15:00,2023-10-19 12:20:00,2023-10-19 12:25:00,2023-10-19 13:25:00,-1,lvrt_r0,12
399647,399648,399649,399661,2023-10-19 15:55:00,2023-10-19 16:00:00,2023-10-19 16:05:00,2023-10-19 17:05:00,1,lvrt_r0,12
401104,401105,401106,401118,2023-10-24 17:20:00,2023-10-24 17:25:00,2023-10-24 17:30:00,2023-10-24 18:30:00,1,lvrt_r0,12
403189,403190,403191,403203,2023-10-31 23:05:00,2023-10-31 23:10:00,2023-10-31 23:15:00,2023-11-01 00:15:00,-1,lvrt_r0,12
403973,403974,403975,403987,2023-11-03 16:25:00,2023-11-03 16:30:00,2023-11-03 16:35:00,2023-11-03 17:35:00,-1,lvrt_r0,12
404031,404032,404033,404045,2023-11-03 21:15:00,2023-11-03 21:20:00,2023-11-03 21:25:00,2023-11-03 22:25:00,-1,lvrt_r0,12
404591,404592,404593,404605,2023-11-05 19:55:00,2023-11-05 20:00:00,2023-11-05 20:05:00,2023-11-05 21:05:00,1,lvrt_r0,12
404931,404932,404933,404945,2023-11-07 00:15:00,2023-11-07 00:20:00,2023-11-07 00:25:00,2023-11-07 01:25:00,-1,lvrt_r0,12
409412,409413,409414,409426,2023-11-22 13:40:00,2023-11-22 13:45:00,2023-11-22 13:50:00,2023-11-22 14:50:00,1,lvrt_r0,12
412059,412060,412061,412073,2023-12-01 18:15:00,2023-12-01 18:20:00,2023-12-01 18:25:00,2023-12-01 19:25:00,-1,lvrt_r0,12
413052,413053,413054,413066,2023-12-05 05:00:00,2023-12-05 05:05:00,2023-12-05 05:10:00,2023-12-05 06:10:00,1,lvrt_r0,12
413099,413100,413101,413113,2023-12-05 08:55:00,2023-12-05 09:00:00,2023-12-05 09:05:00,2023-12-05 10:05:00,-1,lvrt_r0,12
414666,414667,414668,414680,2023-12-10 19:30:00,2023-12-10 19:35:00,2023-12-10 19:40:00,2023-12-10 20:40:00,1,lvrt_r0,12
414703,414704,414705,414717,2023-12-10 22:35:00,2023-12-10 22:40:00,2023-12-10 22:45:00,2023-12-10 23:45:00,-1,lvrt_r0,12
415922,415923,415924,415936,2023-12-15 04:10:00,2023-12-15 04:15:00,2023-12-15 04:20:00,2023-12-15 05:20:00,-1,lvrt_r0,12
416463,416464,416465,416477,2023-12-17 01:15:00,2023-12-17 01:20:00,2023-12-17 01:25:00,2023-12-17 02:25:00,1,lvrt_r0,12
416588,416589,416590,416602,2023-12-17 11:40:00,2023-12-17 11:45:00,2023-12-17 11:50:00,2023-12-17 12:50:00,-1,lvrt_r0,12
416693,416694,416695,416707,2023-12-17 20:25:00,2023-12-17 20:30:00,2023-12-17 20:35:00,2023-12-17 21:35:00,-1,lvrt_r0,12
417024,417025,417026,417038,2023-12-19 00:00:00,2023-12-19 00:05:00,2023-12-19 00:10:00,2023-12-19 01:10:00,1,lvrt_r0,12
417268,417269,417270,417282,2023-12-19 20:20:00,2023-12-19 20:25:00,2023-12-19 20:30:00,2023-12-19 21:30:00,1,lvrt_r0,12
417283,417284,417285,417297,2023-12-19 21:35:00,2023-12-19 21:40:00,2023-12-19 21:45:00,2023-12-19 22:45:00,1,lvrt_r0,12
417316,417317,417318,417330,2023-12-20 00:20:00,2023-12-20 00:25:00,2023-12-20 00:30:00,2023-12-20 01:30:00,1,lvrt_r0,12
417378,417379,417380,417392,2023-12-20 05:30:00,2023-12-20 05:35:00,2023-12-20 05:40:00,2023-12-20 06:40:00,1,lvrt_r0,12
417594,417595,417596,417608,2023-12-20 23:30:00,2023-12-20 23:35:00,2023-12-20 23:40:00,2023-12-21 00:40:00,-1,lvrt_r0,12
417852,417853,417854,417866,2023-12-21 21:00:00,2023-12-21 21:05:00,2023-12-21 21:10:00,2023-12-21 22:10:00,1,lvrt_r0,12
417932,417933,417934,417946,2023-12-22 03:40:00,2023-12-22 03:45:00,2023-12-22 03:50:00,2023-12-22 04:50:00,1,lvrt_r0,12
418113,418114,418115,418127,2023-12-22 18:45:00,2023-12-22 18:50:00,2023-12-22 18:55:00,2023-12-22 19:55:00,1,lvrt_r0,12
418197,418198,418199,418211,2023-12-23 01:45:00,2023-12-23 01:50:00,2023-12-23 01:55:00,2023-12-23 02:55:00,-1,lvrt_r0,12
418473,418474,418475,418487,2023-12-24 00:45:00,2023-12-24 00:50:00,2023-12-24 00:55:00,2023-12-24 01:55:00,1,lvrt_r0,12
418995,418996,418997,419009,2023-12-25 20:15:00,2023-12-25 20:20:00,2023-12-25 20:25:00,2023-12-25 21:25:00,-1,lvrt_r0,12
419056,419057,419058,419070,2023-12-26 01:20:00,2023-12-26 01:25:00,2023-12-26 01:30:00,2023-12-26 02:30:00,-1,lvrt_r0,12
419525,419526,419527,419539,2023-12-27 16:25:00,2023-12-27 16:30:00,2023-12-27 16:35:00,2023-12-27 17:35:00,-1,lvrt_r0,12
419859,419860,419861,419873,2023-12-28 20:15:00,2023-12-28 20:20:00,2023-12-28 20:25:00,2023-12-28 21:25:00,-1,lvrt_r0,12
420157,420158,420159,420171,2023-12-29 21:05:00,2023-12-29 21:10:00,2023-12-29 21:15:00,2023-12-29 22:15:00,1,lvrt_r0,12
420455,420456,420457,420469,2023-12-30 21:55:00,2023-12-30 22:00:00,2023-12-30 22:05:00,2023-12-30 23:05:00,-1,lvrt_r0,12
